"","score","text"
"1903",0,"tis season the"
"1904",0,"mean check how make gift basket htt"
"1905",0,"when life lemons"
"1906",1,"the gay agenda cover glitter replace national anthem robyns dancing"
"1907",-1,"afraid gay help"
"1908",0,"squad and"
"1909",0,"wedding planning"
"1910",2,"filter beauty sustainable organic arabic phone case off"
"1911",1,"cute drank almond latte"
"1912",0,"got planner"
"1913",0,"understand feel spirit"
"1914",0,"mean check how make gift basket htt"
"1915",0,"just backlash accused pushing gay agenda"
"1916",0,"reloads card"
"1917",0,"really"
"1918",-1,"lol basic bitch"
"1919",0,"white"
"1920",0,"understand feel spirit"
"1921",-1,"buy dump that"
"1922",2,"fav basket take look amazing items"
"1923",0,"understand feel spirit"
"1924",0,"caffeinated flight"
"1925",0,"understand feel spirit"
"1926",1,"hot cocoa almond milk lactose intoleratnt whipped cream top hate"
"1927",2,"fav basket take look amazing items"
"1928",1,"keen support fox smear buys"
"1929",0,"but liberal snowflake"
"1930",1,"that tho published chapter story port charles does better"
"1931",-2,"who heck comes names tall skinny vanilla latte little brown"
"1932",0,"understand feel spirit"
"1933",0,"this happens barista forgets sleeve"
"1934",0,"time what they paper"
"1935",0,"pushing"
"1936",1,"enter win mug holiday blend can"
"1937",0,"another training donuts"
"1938",1,"support gay agenda"
"1939",0,"gay sip conservatives buy"
"1940",0,"hearing christmas music seeing shadow six weeks michael"
"1941",0,"colors homosexual"
"1942",0,"understand feel spirit"
"1943",-2,"there conservative conspiracy republicans stop drinking"
"1944",0,"understand feel spirit"
"1945",0,"understand feel spirit"
"1946",0,"for foreign country family day gesture warmed heart"
"1947",-1,"wait conservatives getting lol"
"1948",-2,"while browsing updates crazy customer irate what read"
"1949",0,"check french roast cup mug blue brown white fluid ounces"
"1950",-1,"wait turkey stuffing panini offered cranberry omg"
"1951",-2,"crazy customer while browsing updates online crazy customer"
"1952",0,"apparently name mim"
"1953",1,"love time yeae"
"1954",2,"fav basket take look amazing items"
"1955",2,"congratulations giveaway winners giveaways"
"1956",0,"last time checked christmas carol don gay apparel have watch"
"1957",0,"powell city books"
"1958",1,"come instagram enter awesome giveaway"
"1959",-2,"outraged resume outrage"
"1960",0,"the people earth phrase gay agenda viewers station reports"
"1961",0,"oriental garden makati lilac tower"
"1962",1,"this perfect"
"1963",1,"free shirt giveaway"
"1964",0,"account throwback post cuppa"
"1965",0,"could"
"1966",2,"fav basket take look amazing items"
"1967",0,"mean check how make gift basket htt"
"1968",0,"here again"
"1969",1,"embrace start selling drink called the gay agenda they fortune wel"
"1970",0,"what mood"
"1971",0,"listening radio hey christmas ariana grande mom code"
"1972",1,"guess makes fun"
"1973",1,"happy hour favs maison tavern"
"1974",0,"russian nesting getting bottom half how supposed people"
"1975",0,"discounted voucher"
"1976",0,"screw"
"1977",-1,"world count conservative christians pissed"
"1978",1,"enter win mug holiday blend can"
"1979",1,"discounted voucher earn instant cashback shopping"
"1980",0,"reporting oil spill flipping cartoon lesbians hold"
"1981",0,"loml using tumbler snapped jus"
"1982",0,"makes political enuff just shutup"
"1983",0,"marketing research day"
"1984",-3,"idiotic hyper conservative homophobic demon every bush nonsensical hol"
"1985",1,"when buy enjoy end story"
"1986",0,"come lady"
"1987",2,"well fabulous"
"1988",0,"just brewing maxwell house using french vanilla cream"
"1989",0,"mean check how make gift basket htt"
"1990",0,"mcdowell phoenix throw drink accident"
"1991",-1,"people created brainwashed primitive heliocentric unive"
"1992",2,"fav basket take look amazing items"
"1993",1,"proud behaviour which refer"
"1994",0,"dresden will"
"1995",0,"comes actual store"
"1996",0,"tradition carry filled kuerig kneeling"
"1997",0,"check mug cup tall cat kitten kitty ball yarn white via"
"1998",0,"drinking earned earn"
"1999",1,"download free zip app ios android windows weigh"
"2000",0,"cosmetic bags"
"2001",-2,"the season complete ridiculous outcry"
"2002",1,"makes smile"
"2003",1,"first for network likes call tak"
"2004",0,"its wonderful time when people start freaking unnecessarily christmas"
"2005",-1,"dear viewers heterosexuality fragile gay"
"2006",0,"time stuff cultural war social justice"
"2007",0,"forget agenda skip donate local"
"2008",-2,"tired people getting mad beverage offends"
"2009",0,"being basic time usa"
"2010",0,"mind stop drinking heart soul taste buds tht stars"
"2011",0,"does classy fuck grande mocha vancouver british columbia"
"2012",0,"mean check how make gift basket htt"
"2013",1,"not makes winner thailand"
"2014",0,"well holidays nonsensical controversy pushed fox news living"
"2015",0,"decision hir"
"2016",2,"fav basket take look amazing items"
"2017",1,"just mail excited thanks"
"2018",0,"one power plant mall"
"2019",1,"when right"
"2020",2,"fav basket take look amazing items"
"2021",0,"fill minute thursday monday lineups sooo"
"2022",2,"fav basket take look amazing items"
"2023",1,"love"
"2024",0,"using app time"
"2025",0,"its christmas time centrio ayala mall"
"2026",-2,"why getting evil eye made drink wrong twice"
"2027",0,"holiday ornament"
"2028",0,"gonna lot final weeks semester lets"
"2029",0,"holiday ornament"
"2030",0,"mean check how make gift basket htt"
"2031",0,"check french roast cup mug blue brown white fluid ounces via"
"2032",2,"fav basket take look amazing items"
"2033",-2,"break dark roast heavy cream mmmm"
"2034",-1,"annoying cashier name person drink"
"2035",1,"addiction can tell hahahaha love coworkers"
"2036",0,"rising sun not"
"2037",0,"when shift blasts christmas music"
"2038",1,"sunny warm outside"
"2039",-1,"celebrating mistress lol"
"2040",1,"looking emails tonight beautiful pic ive"
"2041",2,"fav basket take look amazing items"
"2042",0,"dire rose gold"
"2043",3,"this patient sweet favorite drink drink sit"
"2044",1,"omg rose gold gone viral instagram"
"2045",2,"fav basket take look amazing items"
"2046",0,"sacramento timer"
"2047",0,"latte dishwasher"
"2048",1,"please collectors thank rare sterling silver gift card preloaded"
"2049",2,"fav basket take look amazing items"
"2050",0,"all tees sitewide sale"
"2051",1,"manager southfield tried appreciate talked"
"2052",0,"meet read study now haven pyramid scheme presentat"
"2053",0,"off stop"
"2054",0,"row targets eateries overcharging customers names shoots letter"
"2055",0,"tea cup original"
"2056",0,"londonderry mall"
"2057",1,"please collectors thank rare sterling silver gift card preloaded"
"2058",0,"bigmouth inc the prescription mug"
"2059",0,"pretty gay straight trans queer agendas related simple getting"
"2060",2,"fav basket take look amazing items"
"2061",-1,"why pastries expensive chocolate chip cookie minu"
"2062",0,"comes actual store"
"2063",0,"this official call action hannah montana playlist disney channel stars playlist"
"2064",0,"music"
"2065",1,"enter win mug holiday blend can"
"2066",0,"why entrepreneurs obsessed shops particularly"
"2067",0,"mean check how make gift basket htt"
"2068",1,"please collectors thank rare sterling silver gift card preloaded"
"2069",2,"fav basket take look amazing items"
"2070",2,"fav basket take look amazing items"
"2071",1,"please collectors thank rare sterling silver gift card preloaded"
"2072",2,"fav basket take look amazing items"
"2073",2,"passion this currently favorite customized grande usually art people"
"2074",1,"come instagram enter awesome giveaway"
"2075",-1,"check new cold traveler mug tumbler cup box via"
"2076",0,"check travel mug acrylic brown black tumbler grande cup via"
"2077",1,"horchata actually tastes favorite"
"2078",0,"check travel tumbler mug rubber handle silver via"
"2079",0,"mean check how make gift basket htt"
"2080",2,"dry nice warm"
"2081",0,"mean check how make gift basket"
"2082",-1,"when spend time twitter means bored guess time laptop rea"
"2083",2,"fav basket take look amazing items"
"2084",1,"please collectors thank rare sterling silver gift card preloaded"
"2085",2,"soooo happy hands pretty sparkly tumbler"
"2086",1,"please collectors thank rare sterling silver gift card preloaded"
"2087",0,"look forward using pick ahead drink"
"2088",0,"tea retail therapy facial seriously can"
"2089",0,"bruh bees knees"
"2090",1,"please collectors thank rare sterling silver gift card preloaded"
"2091",0,"encanta pink xmas red cup"
"2092",0,"when blasting album"
"2093",1,"cup sleeves size hot packs brown green via"
"2094",0,"thinking"
"2095",0,"thanks ignoring day can rewards drink"
"2096",-1,"egg bacon panini bother taste"
"2097",1,"this nice"
"2098",0,"egg nog latte time baby"
"2099",1,"omg rose gold gone viral instagram"
"2100",0,"when boss office floor what"
"2101",1,"wondering allowed trenta sized frappuccino claimed reward"
"2102",0,"boy looks light ice"
"2103",1,"that tho published chapter story port charles does better"
"2104",0,"mmm these"
"2105",0,"talking blewinsky"
"2106",-1,"the girl doubled frap leaking good save winter buying fall"
"2107",0,""
"2108",-2,"get social issues will stop purchases products tired"
"2109",1,"kid she got blue extra behavior celebrate"
"2110",1,"can recommend barista"
"2111",0,"the time"
"2112",1,"hello love life"
"2113",2,"wow good news says drinking lots could save your life"
"2114",1,"little love save life espresso"
"2115",1,"see exactly post worthy"
"2116",0,"healey library they beverages"
"2117",2,"look goodness top"
"2118",0,"healey"
"2119",1,"where favorite office outside office your"
"2120",0,"made"
"2121",-1,"challenge slow time"
"2122",1,"amazing chalkboard drawing"
"2123",0,"that time teacher bought class same guy cancelled class halloween invited"
"2124",0,"went supervisor"
"2125",1,"making car rider lines manageable"
"2126",1,"please collectors thank rare sterling silver gift card preloaded"
"2127",0,"view venti pump"
"2128",1,"love dccf"
"2129",0,"current situation hollywood"
"2130",1,"that tho published chapter story port charles does better"
"2131",-1,"selling junk"
"2132",0,""
"2133",2,"there significant reward investing"
"2134",1,"today much acts corporate social responsibility competitive"
"2135",0,"chelsea chelsey chelsee take pick"
"2136",1,"that tho published chapter story port charles does better"
"2137",1,"the evidence defeat"
"2138",0,"still hungry drinking vanillafrappuccino ill little"
"2139",0,"thinking"
"2140",-1,"this barista shared the worst drinks they made"
"2141",1,"please collectors thank rare sterling silver gift card preloaded"
"2142",1,"hes happy"
"2143",1,"lovely evening watching christmas lights starting christmas shopping"
"2144",1,"yay got mine"
"2145",1,"yes see save life here another reason feel good about drinking time"
"2146",1,"omg rose gold gone viral instagram"
"2147",1,"toffee nut latte dose kindness"
"2148",1,"husband loves"
"2149",1,"please collectors thank rare sterling silver gift card preloaded"
"2150",1,"enjoying siphon brewed reserve thanks barista will brewing"
"2151",1,"great addition neighborhood grocery store"
"2152",0,"thanks birthday drink choice"
"2153",1,"omg rose gold gone viral instagram"
"2154",0,"can downtown palm springs survive days"
"2155",0,"peak whiteness wanting gentrify mars"
"2156",1,"please collectors thank rare sterling silver gift card preloaded"
"2157",0,"come people prescription drug pay stop bitching function"
"2158",1,"please collectors thank rare sterling silver gift card preloaded"
"2159",1,"german market ready"
"2160",1,"please collectors thank rare sterling silver gift card preloaded"
"2161",0,"prides paper towels bathrooms instruct employees"
"2162",-1,"primary barred peak broke store record served cars drive thru"
"2163",0,"this drink sooo"
"2164",0,"playing hunger time wth turkey stuffing"
"2165",0,"the westervillelife"
"2166",0,"currently favourite ice apple teavana black tea"
"2167",0,"cafe bakery fffc"
"2168",0,"transracial filipino identifies white full video"
"2169",1,"this need rose gold"
"2170",0,""
"2171",0,"being basic tasted"
"2172",1,"theres called lucky therell near hear"
"2173",0,"join people making this major change its menu"
"2174",0,"someday designer years holiday cups"
"2175",1,"creative fuel"
"2176",-1,"shhh you jittery joes office tattle"
"2177",1,"that tho published chapter story port charles does better"
